Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	T.gondii GT1 CRISPR Phenotype - Mean Phenotype	T.gondii GT1 CRISPR Phenotype - Liver Composite Score	T.gondii GT1 CRISPR Phenotype - Lung Composite Score	T.gondii GT1 CRISPR Phenotype - Peritoneum Composite Score	T.gondii GT1 CRISPR Phenotype - Spleen Comosite Score
TGGT1_300360	TGGT1_300360-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:12,517..15,215(-)"	ADP/ATP translocase	1.11	-0.27824192	-2.720567987	0.01999058	-0.161967429
TGGT1_300380	TGGT1_300380-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:4,365..8,351(+)"	putative endoplasmic reticulum oxidoreductin	0.82	-0.772381682	-1.443093502	-0.157333857	-0.12579913
TGGT1_300980	TGGT1_300980-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIV:2,128,126..2,129,432(-)"	hypothetical protein	0.59	-0.229563941	-0.049506512	-0.338538576	-1.202153355
TGGT1_300990	TGGT1_300990-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIV:2,137,567..2,140,604(-)"	Toxoplasma gondii family C protein	0.04	-0.165194025	-0.364654707	-0.311618176	-0.217081129
TGGT1_301000	TGGT1_301000-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIV:2,146,056..2,151,378(-)"	methyltransferase	-0.39	0.827703899	0.085417422	0.260688076	0.372979439
TGGT1_301010	TGGT1_301010-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIV:2,154,537..2,157,795(+)"	putative serine/threonine protein phosphatase	-4.05	-9.565162042	-6.113354958	-2.205518252	-9.360232328
TGGT1_301120	TGGT1_301120-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIV:2,160,787..2,165,762(-)"	acetyl-CoA acetyltransferase	-3.63	-34.12762787	-18.86346649	-110.4590669	-8.770299446
TGGT1_301130	TGGT1_301130-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIV:2,168,473..2,169,812(+)"	hypothetical protein	-1.44	7.655081075	1.01805304	14.64045725	0.165032306
TGGT1_301140	TGGT1_301140-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIV:2,170,687..2,171,901(-)"	SAG-related sequence SRS19A	1.06	0.826043646	0.177704883	0.075678028	0.216431366
TGGT1_301150	TGGT1_301150-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIV:2,173,269..2,174,465(-)"	SAG-related sequence SRS19B	1.82	0.000294906	0.004386489	-0.003551435	0.274457833
TGGT1_301160	TGGT1_301160-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIV:2,175,696..2,176,886(-)"	SAG-related sequence SRS19C	0.6	-0.062690657	-0.012042348	0.00273505	-0.273952143
TGGT1_301170	TGGT1_301170-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIV:2,178,932..2,180,101(-)"	SAG-related sequence SRS19D	0.41	-0.292713172	-1.278690961	-0.105291862	-0.777995848
TGGT1_301180	TGGT1_301180-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIV:2,185,215..2,186,390(-)"	SAG-related sequence SRS19F	1.62	0.008980549	0.03183636	-0.001464102	0.069805973
TGGT1_301190	TGGT1_301190-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIV:2,189,551..2,190,315(-)"	hypothetical protein	0.27	-3.146980822	-2.025322059	-0.325456937	-1.594719166
TGGT1_301200	TGGT1_301200-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIV:2,190,458..2,192,241(-)"	hypothetical protein	0.84	-0.910815495	-5.006511221	-0.076073605	-0.267152598
TGGT1_301210	TGGT1_301210-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIV:2,195,759..2,200,805(+)"	putative NAD(P) transhydrogenase subunit beta	-1.91	0.700304145	0.266994342	0.347352924	0.15817412
TGGT1_301216	TGGT1_301216-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIV:2,202,368..2,209,500(-)"	endonuclease/exonuclease/phosphatase family protein	-0.28	0.57544485	0.459079769	1.64174652	-2.20E-07
TGGT1_301218	TGGT1_301218-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIV:2,209,523..2,210,634(-)"	hypothetical protein	0.1	2.11612356	0.093531461	0.12980904	1.049674682
TGGT1_301222	TGGT1_301222-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIV:2,210,865..2,219,721(+)"	DNA repair protein Rad4 domain-containing protein	-2.77	-0.011391239	-0.001890171	4.855813905	-0.184162495
TGGT1_301240	TGGT1_301240-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIV:2,222,518..2,225,648(-)"	hypothetical protein	1	0.080969997	-0.029452283	-0.034350656	-0.098443992
TGGT1_301250	TGGT1_301250-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIV:2,233,880..2,236,785(+)"	hypothetical protein	-2.04	-13.64532402	-42.56915234	-7.255092198	-11.58930136
TGGT1_301260	TGGT1_301260-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIV:2,240,667..2,241,164(-)"	hypothetical protein	-0.63	-0.091338052	-0.418917473	-0.006446487	0.001716562
TGGT1_301270	TGGT1_301270-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIV:2,241,797..2,257,616(+)"	Tyrosine kinase-like (TKL) protein	-5.18	-0.260859107	-3.369922629	0.010325087	-2.889462128
TGGT1_301280	TGGT1_301280-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIV:2,258,997..2,259,611(-)"	hypothetical protein	0.06	0.004266097	-5.252657332	-0.58991697	-1.974623924
TGGT1_301290	TGGT1_301290-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIV:2,260,628..2,263,813(-)"	hypothetical protein	-1.63	-0.012939812	-0.00316254	-0.027256159	-0.497149893
TGGT1_301300	TGGT1_301300-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIV:2,265,395..2,267,636(+)"	hypothetical protein	-2.76	-7.262372903	-3.164187392	-0.425357273	-0.00041406
TGGT1_301310	TGGT1_301310-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIV:2,268,485..2,271,717(-)"	hypothetical protein	-2.81	-0.725795058	-0.401241734	-0.01922454	-0.271387772
TGGT1_301330	TGGT1_301330-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIV:2,272,710..2,273,420(-)"	hypothetical protein	1.42	-3.102540845	-3.353728549	-11.32388536	-7.84975289
TGGT1_301340	TGGT1_301340-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIV:2,275,000..2,278,713(+)"	DnaJ domain-containing protein	-2.96	8.963725865	0.145908565	7.48768759	2.922453884
TGGT1_301350	TGGT1_301350-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIV:2,283,023..2,287,193(+)"	SNARE associated protein	-0.31	-7.717426055	-2.382095886	-3.369528385	-4.167262826
TGGT1_301355	TGGT1_301355-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIV:2,287,732..2,288,834(+)"	hypothetical protein	0.84	0.298717483	2.139399404	1.238603017	0.715235699
TGGT1_301360	TGGT1_301360-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIV:2,289,660..2,293,328(-)"	hypothetical protein	-0.88	0.166365408	0.019169505	0.677073009	0.018964656
TGGT1_301370	TGGT1_301370-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIV:2,304,597..2,305,949(-)"	DHHC zinc finger domain-containing protein	0.69	-0.007349369	0.012928459	0.007673843	-0.163556633
TGGT1_301380	TGGT1_301380-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIV:2,307,067..2,317,362(-)"	elongation factor Tu GTP binding domain-containing protein	-4.84	0.919926505	3.364602233	-0.126753633	1.368274695
TGGT1_301390	TGGT1_301390-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIV:2,318,679..2,327,410(+)"	putative ribosome biogenesis protein BOP1	-3.65	0.006207085	-28.39337599	-0.059825914	-18.09093353
TGGT1_301400	TGGT1_301400-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIV:2,331,185..2,338,663(-)"	hypothetical protein	1.24	6.790236239	5.474750862	1.801744954	5.711789316
TGGT1_301410	TGGT1_301410-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIV:2,344,797..2,350,279(+)"	hypothetical protein	-4.16	-38.23137034	-30.48569254	-19.87284983	-12.36542938
TGGT1_301415	TGGT1_301415-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIV:2,351,585..2,352,412(+)"	hypothetical protein	-0.1	0.380622113	0.718187659	0.916681808	0.166588312
TGGT1_301420	TGGT1_301420-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIV:2,353,774..2,357,126(+)"	hypothetical protein	-1.62	-63.41228167	-70.28755502	-116.3520449	-19.99941949
TGGT1_301430	TGGT1_301430-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIV:2,359,748..2,361,934(+)"	putative septum formation protein maf	1.52	-0.03868652	-0.030945122	-0.00000639	-0.526758126
TGGT1_301440	TGGT1_301440-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIV:2,366,836..2,372,193(+)"	calcium-dependent protein kinase CDPK1	-3.3	0.011458942	0.02043036	0.001993819	0.040579259
TGGT1_301450	TGGT1_301450-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIV:2,376,905..2,388,484(+)"	FG-GAP repeat-containing protein	-4.83	2.563693813	6.028367177	0.260131882	0.845579124
TGGT1_301460	TGGT1_301460-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIV:2,390,867..2,396,650(-)"	hypothetical protein	-1.4	-0.382203776	-0.376063571	0.020619057	-0.003882624
TGGT1_301470	TGGT1_301470-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIV:2,400,164..2,401,363(+)"	hypothetical protein	-0.08	-1.261443931	-1.650212071	-1.325288786	-0.587095175
TGGT1_304450	TGGT1_304450-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:478,259..479,464(+)"	cation-transporting ATPase	0.8	0.426639531	0.070579695	0.080252037	0.005789295
TGGT1_304460	TGGT1_304460-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:480,986..484,840(-)"	"zinc finger, C3HC4 type (RING finger) domain-containing protein"	-4.44	-14.19552722	-12.26685336	-20.67932158	-29.06680593
TGGT1_304470	TGGT1_304470-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:488,463..491,859(-)"	putative oxidoreductase	-0.93	93.74824715	167.3981506	116.5329955	13.54471909
TGGT1_304480	TGGT1_304480-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:494,211..496,149(+)"	3-oxo-5-alpha-steroid 4-dehydrogenase	1.64	-0.351199197	-0.176240465	-0.009823123	-1.098878446
TGGT1_304490	TGGT1_304490-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:497,429..500,326(-)"	hypothetical protein	1.49	0.012785987	-0.040495639	-1.297707875	0.024907429
TGGT1_304500	TGGT1_304500-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:503,261..505,242(+)"	hypothetical protein	2.03	0.002064599	-0.158912744	0.000129013	-0.000695629
TGGT1_304520	TGGT1_304520-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:508,692..521,331(+)"	hypothetical protein	-0.97	-0.265721511	-0.846367625	-2.017752813	-1.23242118
TGGT1_304630	TGGT1_304630-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:524,945..552,364(+)"	ATG C terminal domain-containing protein	-0.44	-0.114289749	-0.20397229	0.000861109	-0.008364339
TGGT1_304640	TGGT1_304640-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:554,263..562,072(-)"	hypothetical protein	-2.79	-0.105484088	-1.720617391	0.047787698	-0.163208454
TGGT1_304650	TGGT1_304650-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:565,293..584,527(-)"	histidine acid phosphatase superfamily protein	-1.18	-5.202021395	-0.001125192	-16.07253964	-0.666977259
TGGT1_304660	TGGT1_304660-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:586,140..589,497(+)"	prostaglandin-E synthase	0.74	0.002292441	0.008586435	-0.068280615	-0.326832073
TGGT1_304670	TGGT1_304670-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:590,918..593,626(-)"	leucine rich repeat-containing protein	2.39	0.0000458	0.00061915	0.854592344	-0.00123387
TGGT1_304680	TGGT1_304680-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:595,893..600,165(-)"	ubiquitin family protein	-0.95	-275.4981719	-427.7371547	-450.8439051	-327.4135283
TGGT1_304690	TGGT1_304690-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:600,558..601,022(-)"	hypothetical protein	0.62	-12.47351609	-7.55644356	-19.15435937	-18.32898755
TGGT1_304700	TGGT1_304700-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:604,395..614,330(+)"	hypothetical protein	-1.66	-6.95030038	-6.007942356	-13.86968737	-10.55996297
TGGT1_304710	TGGT1_304710-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:615,815..622,350(-)"	putative eukaryotic peptide chain release factor	-3.05	-21.37475389	-37.11852083	-0.542163161	-17.72159129
TGGT1_304720	TGGT1_304720-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:625,325..646,035(+)"	hypothetical protein	-4.99	-8.556730623	-24.01153468	-0.249460078	-11.56994796
TGGT1_304730	TGGT1_304730-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:646,888..650,653(-)"	Mob1/phocein family protein	1.52	-0.21388818	-0.159306368	-0.057001567	-0.573274517
TGGT1_304740	TGGT1_304740-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:653,060..656,106(-)"	rhoptry kinase family protein ROP35	1.1	-0.001966334	-0.037550393	-0.001785673	-2.288902557
TGGT1_304750	TGGT1_304750-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:660,551..664,594(+)"	"zinc finger, C3HC4 type (RING finger) domain-containing protein"	0.33	-6.200240436	-9.818447997	-6.025689983	-9.192932646
TGGT1_304755	TGGT1_304755-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:664,376..666,763(-)"	hypothetical protein	1.6	-0.954838384	-1.055322053	0.150522985	-0.54931832
TGGT1_304760	TGGT1_304760-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:667,907..675,253(+)"	RNA recognition motif-containing protein	-0.76	14.91223477	2.383133062	49.57356197	8.456038561
TGGT1_304770	TGGT1_304770-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:677,672..680,044(-)"	ubiquitin-conjugating enzyme subfamily protein	-2.47	0.419355454	0.424851489	0.123315816	0.778468997
TGGT1_304880	TGGT1_304880-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:4,844,718..4,850,386(-)"	hypothetical protein	-1.6	5.083902677	0.533030238	12.05111237	2.502412771
TGGT1_304890	TGGT1_304890-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:4,852,986..4,857,811(+)"	hypothetical protein	-3.66	-82.40828223	-79.13241941	-29.44037881	-59.46103259
TGGT1_304900	TGGT1_304900-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:4,860,091..4,865,611(-)"	hypothetical protein	0.8	-1.587192452	-1.003532874	-5.607322594	-1.274137125
TGGT1_304910	TGGT1_304910-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:4,869,482..4,875,520(-)"	hypothetical protein	-4.64	-13.80894451	-15.61036913	-1.064239927	-1.506698043
TGGT1_304920	TGGT1_304920-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:4,878,752..4,879,432(+)"	hypothetical protein	1.13	-0.99093973	-10.69919208	-0.460728048	-8.862260041
TGGT1_304930	TGGT1_304930-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:4,881,443..4,884,964(+)"	hypothetical protein	0.58	1.21990326	1.479456319	0.578301252	1.445965489
TGGT1_304955	TGGT1_304955-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:4,886,317..4,901,581(-)"	serine/threonine specific protein phosphatase	-1.17	0.065981009	0.76352633	-25.08036476	-0.009719747
TGGT1_304970	TGGT1_304970-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:4,910,810..4,921,648(+)"	putative cell-cycle-associated protein kinase CDK	-4.39	-13.49990016	-47.16088049	-27.13046499	-6.502435269
TGGT1_304980	TGGT1_304980-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:4,924,835..4,925,485(-)"	hypothetical protein	-2.65	0.598196853	0.592323224	0.611389057	0.178654193
TGGT1_304990	TGGT1_304990-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:4,925,765..4,936,769(+)"	"guanylate-binding protein, N-terminal domain-containing protein"	-5.5	0.660289314	0.200799658	0.216231018	1.076844535
TGGT1_305000	TGGT1_305000-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:4,937,548..4,938,650(-)"	hypothetical protein	-0.84	0.200071232	1.261184159	0.015358693	0.32608619
TGGT1_305010	TGGT1_305010-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:4,941,195..4,942,478(-)"	putative pre-mRNA branch site protein p14	0.41	-41.41281881	-38.12847971	-75.31440676	-25.07622163
TGGT1_305020	TGGT1_305020-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:4,944,513..4,957,394(+)"	hypothetical protein	-4.44	0.004515511	0.162897797	-0.983842839	0.780302145
TGGT1_305030	TGGT1_305030-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:4,960,692..4,962,456(-)"	"kinase, pfkB family protein"	0.22	0.281214936	1.512752446	-0.022579804	1.976531074
TGGT1_305040	TGGT1_305040-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:4,965,233..4,980,115(-)"	HEAT repeat-containing protein	-0.07	-2.545099727	-2.729645854	-3.888319686	-1.169962619
TGGT1_305050	TGGT1_305050-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:4,983,149..4,983,550(+)"	putative calmodulin	1.57	-1.299529473	-10.99858315	-0.007896474	-7.101356484
TGGT1_305060	TGGT1_305060-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:4,985,738..4,987,757(-)"	CAP-Gly domain-containing protein	-4.91	-4.319186048	-28.84030602	-6.398301204	-10.22629494
TGGT1_305070	TGGT1_305070-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:4,988,527..4,989,558(-)"	hypothetical protein	-0.84	-0.707599758	-3.231849143	-4.154745597	-1.249566333
TGGT1_305080	TGGT1_305080-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:4,990,169..4,991,035(-)"	hypothetical protein	-1.94	-15.66471494	-21.87770805	-21.62292037	-14.4132139
TGGT1_305090	TGGT1_305090-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:4,992,989..4,993,762(+)"	kinase binding protein cgi-121 protein	-3.8	-3.544132646	-15.18713878	-2.354820775	-11.73212383
TGGT1_305100	TGGT1_305100-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:4,996,574..4,999,499(+)"	hypothetical protein	0.77	0.006164565	-0.093590338	0.069549001	-0.649995327
TGGT1_305110	TGGT1_305110-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:5,002,728..5,003,444(+)"	hypothetical protein	0.46	0.03158376	-0.345824096	-0.074722563	-0.281477929
TGGT1_305120	TGGT1_305120-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:5,005,843..5,007,468(+)"	"transporter, solute:sodium symporter (SSS) family protein"	0.99	-3.690815631	-6.154872353	-8.153375983	-4.310933626
TGGT1_305130	TGGT1_305130-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:5,009,492..5,009,968(+)"	hypothetical protein	1.11	-0.201036268	-2.135988648	-16.48678106	-0.551991627
TGGT1_305140	TGGT1_305140-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:5,010,164..5,021,415(+)"	"phospholipase, patatin family protein"	-3.48	-7.293559265	-31.16851187	-18.06617897	-33.32030184
TGGT1_305150	TGGT1_305150-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:5,025,123..5,037,129(+)"	tetratricopeptide repeat-containing protein	-1.57	-0.103070379	-1.789793532	-0.00000165	-0.111705565
TGGT1_305160	TGGT1_305160-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:5,039,074..5,039,424(+)"	histone H2Ba	-4.96	-0.204677766	-0.082240291	-0.00335557	-2.739159372
TGGT1_305180	TGGT1_305180-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:5,043,402..5,051,565(-)"	Na+/H+ exchanger NHE3	-2.81	-65.29674561	-39.1490823	-141.2309642	-33.8683342
TGGT1_305190	TGGT1_305190-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:5,054,885..5,060,316(-)"	CorA family Mg2+ transporter protein	-3.16	-6.150449838	-2.612067509	0.002348359	-2.531008773
TGGT1_305200	TGGT1_305200-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:5,061,732..5,071,749(+)"	tetratricopeptide repeat-containing protein	-4.64	-65.37064905	-30.14302429	-50.53563962	-14.05697409
TGGT1_305220	TGGT1_305220-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:5,074,987..5,076,361(+)"	C-Myc-binding family protein	1.44	0.109845285	-0.198441891	-0.020942755	-0.151593357
TGGT1_305230	TGGT1_305230-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:5,078,176..5,083,410(-)"	hypothetical protein	-2.74	-17.91837669	-19.87948673	-1.468065153	-25.25547706
TGGT1_305240	TGGT1_305240-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:5,084,920..5,092,537(+)"	XPA binding protein 2 family protein	-2.5	-0.00804854	-1.365273337	-1.418643779	-0.664343012
TGGT1_305250	TGGT1_305250-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:5,094,777..5,097,451(+)"	hypothetical protein	-0.51	-0.212465709	-0.223829822	-0.028818651	-1.603019679
TGGT1_305260	TGGT1_305260-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:5,100,154..5,103,054(+)"	hypothetical protein	-0.52	-0.138839519	0.000715034	0.006450232	-0.339061429
TGGT1_305270	TGGT1_305270-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:5,105,581..5,110,076(+)"	hypothetical protein	-1.08	-0.937389995	-0.010509958	-1.954325105	-1.289063216
TGGT1_305280	TGGT1_305280-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:5,111,516..5,113,682(+)"	hypothetical protein	1.47	-0.185654634	-0.740706445	-0.004185709	-0.399298044
TGGT1_305290	TGGT1_305290-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:5,114,879..5,118,006(-)"	putative vacuolar atp synthase subunit e	-1.4	0.012111763	-0.308526244	0.086105672	-0.381737004
TGGT1_305310	TGGT1_305310-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:5,119,926..5,131,530(-)"	ERCC4 domain-containing protein	-1.58	-0.597397468	-4.599529289	-0.05039433	-4.134694903
TGGT1_305320	TGGT1_305320-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:5,132,887..5,140,124(+)"	mRNA capping enzyme	-3.97	0.005871934	0.017626084	0.000443982	0.035273443
TGGT1_305330	TGGT1_305330-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:5,144,472..5,147,996(-)"	"cyclin, N-terminal domain-containing protein"	-2.23	6.387484398	7.868635315	2.646036628	0.36053874
TGGT1_305340	TGGT1_305340-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:5,155,746..5,169,422(+)"	corepressor complex CRC230	-4.69	-0.000734508	0.012854784	5.84830995	0.622461674
TGGT1_305450	TGGT1_305450-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:5,171,087..5,173,734(-)"	"acetyltransferase, GNAT family protein"	-1.32	144.0715333	21.85274454	146.5766355	77.41089188
TGGT1_305455	TGGT1_305455-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:5,175,459..5,178,989(+)"	hypothetical protein	0.22	0.734869067	0.044426806	0.148716493	0.270380015
TGGT1_305460	TGGT1_305460-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:5,179,135..5,184,773(-)"	putative methionine aminopeptidase 2	-4.01	-0.006244928	-1.834479597	3.41538211	-3.557084196
TGGT1_305470	TGGT1_305470-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:5,190,644..5,202,753(-)"	hypothetical protein	-2.84	4.847911014	0.486130097	-0.01466338	4.156564553
TGGT1_305480	TGGT1_305480-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:5,208,033..5,215,974(+)"	elongator complex protein ELP3	-3.28	-0.01968015	-0.005108917	-0.006723119	0.008921734
TGGT1_305485	TGGT1_305485-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:5,216,021..5,217,037(-)"	hypothetical protein	1.81	0.071653839	-0.116400573	0.000283072	0.1440207
TGGT1_305490	TGGT1_305490-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:5,217,847..5,221,455(+)"	"programmed cell death protein 2, c-terminal domain-containing protein"	-0.17	-0.019596998	-1.308123041	-1.011546	-2.406123737
TGGT1_305498	TGGT1_305498-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:5,221,720..5,222,641(-)"	hypothetical protein	1.54	2.395812939	1.944152227	1.469115751	2.241447729
TGGT1_305510	TGGT1_305510-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:5,224,337..5,226,852(+)"	hypothetical protein	-1.29	-0.089083746	0.030179119	-0.043148376	0.001156176
TGGT1_305520	TGGT1_305520-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:5,229,307..5,231,745(+)"	ribosomal protein RPS2	-4.24	0.00579866	0.017543858	0.000430746	0.035108433
TGGT1_305530	TGGT1_305530-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:5,232,513..5,233,661(+)"	hypothetical protein	1.29	0.146287989	0.097387998	0.138413956	0.029759369
TGGT1_305540	TGGT1_305540-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:5,235,605..5,242,113(-)"	hypothetical protein	-0.05	-0.133489265	-1.2213013	0.729483698	0.296584805
TGGT1_305560	TGGT1_305560-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:5,246,265..5,249,855(+)"	Vps51/Vps67 protein	-4.29	-0.043970886	-0.032449383	-0.00075219	0.007650082
TGGT1_305570	TGGT1_305570-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:5,253,212..5,256,176(-)"	intraflagellar transport protein IFT81	-0.55	-1.950750697	-0.758721115	-0.504703473	-3.795437603
TGGT1_305580	TGGT1_305580-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:5,257,561..5,260,678(-)"	ankyrin repeat-containing protein	0.84	2.173623614	0.206549222	0.668795564	0.746648633
TGGT1_305590	TGGT1_305590-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:5,262,343..5,272,888(+)"	ABC transporter transmembrane region domain-containing protein	-3.05	-0.938858271	-0.761752321	-65.31046643	-3.277489933
TGGT1_305600	TGGT1_305600-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:5,275,301..5,278,022(+)"	hypothetical protein	0.15	-1.43645509	-3.472810227	-1.142913319	-2.566904968
